osm_type,osm_id,nvrid,name,wikidata,lat,lon,tags
way,447777489,,,,59.2113131,18.5725121,"{'boundary': 'protected_area', 'description': '1 april - 15 juli', 'protect_class': '5', 'protection_title': 'bird'}"
way,465906267,,Prästebo nyckelbiotop,,59.0855819,15.3527556,"{'boundary': 'protected_area', 'leisure': 'nature_reserve', 'name': 'Prästebo nyckelbiotop'}"
way,479379820,,,,58.7433635,13.7049401,"{'access:conditional': 'no @ Apr 01-Jul 31', 'boundary': 'protected_area', 'protect_class': '4', 'protection_title': 'Fågelskyddsområde', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:information': 'Fågelskyddsområde, tillträdesförbud 1 april - 31 juli', 'seamark:type': 'restricted_area'}"
way,491490866,,,,59.3928535,18.5777389,{'boundary': 'protected_area'}
way,494290112,,,,58.2425989,16.9775979,"{'boundary': 'protected_area', 'natural': 'coastline', 'opening_hours': 'Jul 16-Mar 31', 'place': 'islet', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 15', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,504466423,,Domänreservat,,56.8606272,15.9500073,"{'boundary': 'protected_area', 'name': 'Domänreservat'}"
way,528208450,,Bruten,,57.7470457,18.7950688,"{'boundary': 'protected_area', 'leisure': 'nature_reserve', 'lst:area_ha': '29.82', 'lst:beslut': '2011-12-15', 'lst:ref': '2028989', 'name': 'Bruten', 'operator': 'Länsstyrelsen i Gotlands län', 'protect_class': '1'}"
way,528208487,,Sigfride,,57.8312585,18.9544363,"{'boundary': 'protected_area', 'leisure': 'nature_reserve', 'lst:area_ha': '130.92', 'lst:beslut': '2010-09-06', 'lst:ref': '2023129', 'name': 'Sigfride', 'operator': 'Länsstyrelsen i Gotlands län', 'protect_class': '4'}"
way,531337455,,,,59.3293081,18.390765,{'boundary': 'protected_area'}
way,531337456,,,,59.3293628,18.3885591,{'boundary': 'protected_area'}
way,531344162,,Mölnviks biotopskyddsområde,,59.3139616,18.4232273,"{'boundary': 'protected_area', 'leisure': 'nature_reserve', 'name': 'Mölnviks biotopskyddsområde', 'protect_class': '4', 'protection_title': 'Biotopsskyddsområde'}"
way,531344167,,Farstaborgs biotopskyddsområde,,59.3188063,18.381125,"{'boundary': 'protected_area', 'leisure': 'nature_reserve', 'name': 'Farstaborgs biotopskyddsområde', 'protect_class': '4', 'protection_title': 'Biotopsskyddsområde'}"
way,542838299,,,,56.90469,15.9267463,"{'boundary': 'protected_area', 'source': 'NVR-ID: 2011333'}"
way,546399746,,,,59.2858345,15.1828266,"{'boundary': 'protected_area', 'natural': 'grassland'}"
way,546399749,,,,59.2850972,15.1846491,"{'boundary': 'protected_area', 'natural': 'grassland'}"
way,546399750,,,,59.2862695,15.1834448,"{'boundary': 'protected_area', 'natural': 'grassland'}"
way,546399754,,,,59.2850561,15.1832692,"{'boundary': 'protected_area', 'natural': 'grassland'}"
way,546399756,,,,59.2846918,15.1842172,"{'boundary': 'protected_area', 'natural': 'grassland'}"
way,546399757,,,,59.2865407,15.1837949,"{'boundary': 'protected_area', 'natural': 'grassland'}"
way,546399758,,,,59.2869152,15.1832451,"{'boundary': 'protected_area', 'natural': 'grassland'}"
way,546399759,,,,59.285522,15.1849763,"{'boundary': 'protected_area', 'natural': 'grassland'}"
way,589614168,,,,57.4669419,16.7349995,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589615810,,,,57.4723089,16.7261723,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589615811,,,,57.4545953,16.725263,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589615812,,,,57.4510484,16.7278286,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Aug 01-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 31', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589615813,,,,57.4488115,16.7310137,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629621,,,,57.4762617,16.7123696,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629622,,,,57.4685542,16.7632216,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629623,,,,57.4917419,16.7455923,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629624,,,,57.4932841,16.7368447,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629625,,,,57.5056936,16.6938435,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629626,,,,57.5167419,16.7129249,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629627,,,,57.5218926,16.7126298,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629628,,,,57.5239079,16.7237406,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629629,,,,57.5155721,16.7719164,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629630,,,,57.5283993,16.7717027,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629631,,,,57.5445699,16.764257,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629632,,,,57.5555021,16.7684036,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629633,,,,57.5625436,16.7779899,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629634,,,,57.5563529,16.7151081,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629635,,,,57.575239,16.72831,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629636,,,,57.5862656,16.7285728,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629637,,,,57.5973287,16.7454064,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629638,,,,57.5793205,16.7821311,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629639,,,,57.593834,16.7763161,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629640,,,,57.6142378,16.7351161,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.31', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 31', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629641,,,,57.6197861,16.7453474,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629642,,,,57.6213251,16.7737305,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629644,,,,57.6270515,16.7702436,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629645,,,,57.6258933,16.7286022,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629646,,,,57.6253539,16.7141988,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629647,,,,57.6323848,16.7203473,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629648,,,,57.6333125,16.6916597,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629649,,,,57.6382062,16.6808541,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629650,,,,57.6333099,16.6728043,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,589629651,,,,57.6344263,16.6448423,"{'boundary': 'protected_area', 'description': 'Apr.1 - Jul.10', 'opening_hours': 'Jul 11-Mar 31', 'protect_class': '4', 'protection_title': 'fågelskyddsområde', 'seamark:period_end': 'Jul 10', 'seamark:period_start': 'Apr 01', 'seamark:restricted_area:category': 'bird_sanctuary', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,590263605,,,,58.3830866,19.2877113,"{'access:conditional': 'no @ Jan-Dec ""Undantaget gömslet och stigen dit.""', 'boundary': 'protected_area', 'description': 'Sälskyddsområde, tillträdesförbud året runt, med undantag för gömslet och stigen dit.', 'protect_class': '4', 'protection_title': 'Sälskyddsområde', 'seamark:restricted_area:category': 'seal_sanctuary', 'seamark:restricted_area:information': 'Sälskyddsområde, tillträdesförbud året runt.', 'seamark:restricted_area:restriction': 'no_entry', 'seamark:type': 'restricted_area'}"
way,620586500,,Bälsalvret,,57.6599931,18.6891859,"{'boundary': 'protected_area', 'leisure': 'nature_reserve', 'lst:area_ha': '260.08', 'lst:beslut': '2017-12-04', 'lst:ref': '2048220', 'name': 'Bälsalvret', 'protect_class': '4'}"
way,621762600,,Bjärnum,,56.2861829,13.7220337,"{'boundary': 'protected_area', 'name': 'Bjärnum', 'operator': 'Länsstyrelsen i Skåne', 'start_date': '1998'}"
way,674128764,,,,58.9153265,17.8151773,"{'boundary': 'protected_area', 'source': 'Länsstyrelsen i Stockholms län (gis.lst.se)'}"
way,689863098,,Eggeby Fornpark,,59.5354184,17.9496831,"{'area': 'yes', 'barrier': 'fence', 'boundary': 'protected_area', 'name': 'Eggeby Fornpark'}"
way,723565425,,,,58.6700659,16.4286765,"{'boundary': 'protected_area', 'description': 'Ras- eller bergbranter', 'protect_class': '4', 'protection_title': 'Biotopskydd', 'ref': '44032', 'url': 'http://www.skogsstyrelsen.se/skogens-parlor/Biotopskydd/?objektid=2986611'}"
way,723566775,,,,58.7224826,16.5428394,"{'boundary': 'protected_area', 'description': 'Örtrika sumpskogar', 'protect_class': '4', 'protection_title': 'Biotopskydd', 'ref': '45871', 'url': 'http://www.skogsstyrelsen.se/skogens-parlor/Biotopskydd/?objektid=2993025'}"
way,723566776,,,,58.7222506,16.5418177,"{'boundary': 'protected_area', 'description': 'Källor med omgivande våtmark', 'protect_class': '4', 'protection_title': 'Biotopskydd', 'ref': '45883', 'url': 'http://www.skogsstyrelsen.se/skogens-parlor/Biotopskydd/?objektid=2993069'}"
way,723566777,,,,58.7104753,16.5881396,"{'boundary': 'protected_area', 'description': 'Äldre naturskogsartade skogar', 'protect_class': '4', 'protection_title': 'Biotopskydd', 'ref': '316053', 'url': 'http://www.skogsstyrelsen.se/skogens-parlor/Biotopskydd/?objektid=3260249'}"
way,723566778,,,,58.729657,16.6007806,"{'boundary': 'protected_area', 'description': 'Örtrika sumpskogar', 'protect_class': '4', 'protection_title': 'Biotopskydd', 'ref': '399296', 'url': 'http://www.skogsstyrelsen.se/skogens-parlor/Biotopskydd/?objektid=3326105'}"
way,724500383,,,,58.7701294,16.4238472,"{'boundary': 'protected_area', 'description': 'Äldre naturskogsartade skogar', 'protect_class': '4', 'protection_title': 'Biotopskydd', 'ref': '42488', 'url': 'http://www.skogsstyrelsen.se/skogens-parlor/Biotopskydd/?objektid=2981141'}"
way,724500384,,,,58.7942996,16.3623385,"{'boundary': 'protected_area', 'description': 'Äldre naturskogsartade skogar', 'protect_class': '4', 'protection_title': 'Biotopskydd', 'ref': '199241', 'url': 'http://www.skogsstyrelsen.se/skogens-parlor/Biotopskydd/?objektid=3143889'}"
way,724500385,,,,58.7773923,16.3171403,"{'boundary': 'protected_area', 'description': 'Äldre naturskogsartade skogar', 'protect_class': '4', 'protection_title': 'Biotopskydd', 'ref': '42674', 'url': 'http://www.skogsstyrelsen.se/skogens-parlor/Biotopskydd/?objektid=2981745'}"
way,724500386,,,,58.7644129,16.3600604,"{'boundary': 'protected_area', 'description': 'Brandfält', 'protect_class': '4', 'protection_title': 'Biotopskydd', 'ref': '416903', 'url': 'http://www.skogsstyrelsen.se/skogens-parlor/Biotopskydd/?objektid=3340125'}"
way,724500387,,,,58.7713597,16.3773178,"{'boundary': 'protected_area', 'description': 'Ravinskogar', 'protect_class': '4', 'protection_title': 'Biotopskydd', 'ref': '40452', 'url': 'http://www.skogsstyrelsen.se/skogens-parlor/Biotopskydd/?objektid=2975575'}"
way,724500388,,,,58.7753516,16.3666888,"{'boundary': 'protected_area', 'description': 'Ravinskogar', 'protect_class': '4', 'protection_title': 'Biotopskydd', 'ref': '40451', 'url': 'http://www.skogsstyrelsen.se/skogens-parlor/Biotopskydd/?objektid=2975573'}"
way,724500415,,,,58.6742412,16.9076476,"{'boundary': 'protected_area', 'description': 'Äldre naturskogsartade skogar', 'protect_class': '4', 'protection_title': 'Biotopskydd', 'ref': '40413', 'url': 'http://www.skogsstyrelsen.se/skogens-parlor/Biotopskydd/?objektid=2975465'}"
way,724501017,,,,58.7219108,16.2297291,"{'boundary': 'protected_area', 'description': 'Ras- eller bergbranter', 'protect_class': '4', 'protection_title': 'Biotopskydd', 'ref': '44994', 'url': 'http://www.skogsstyrelsen.se/skogens-parlor/Biotopskydd/?objektid=2990001'}"
way,724501018,,,,58.7110679,16.2210043,"{'boundary': 'protected_area', 'description': 'Ras- eller bergbranter', 'protect_class': '4', 'protection_title': 'Biotopskydd', 'ref': '44248', 'url': 'http://www.skogsstyrelsen.se/skogens-parlor/Biotopskydd/?objektid=2987333'}"
way,724501019,,,,58.6846114,16.1988103,"{'boundary': 'protected_area', 'description': 'Äldre naturskogsartade skogar', 'protect_class': '4', 'protection_title': 'Biotopskydd', 'ref': '72843', 'url': 'http://www.skogsstyrelsen.se/skogens-parlor/Biotopskydd/?objektid=3011460'}"
way,724501020,,,,58.6868541,16.2046966,"{'boundary': 'protected_area', 'description': 'Äldre naturskogsartade skogar', 'protect_class': '4', 'protection_title': 'Biotopskydd', 'ref': '72842', 'url': 'http://www.skogsstyrelsen.se/skogens-parlor/Biotopskydd/?objektid=3011460'}"
way,724501021,,,,58.686434,16.2001419,"{'boundary': 'protected_area', 'description': 'Äldre naturskogsartade skogar', 'protect_class': '4', 'protection_title': 'Biotopskydd', 'ref': '72840', 'url': 'http://www.skogsstyrelsen.se/skogens-parlor/Biotopskydd/?objektid=3011460'}"
way,724501022,,,,58.6881027,16.2060866,"{'boundary': 'protected_area', 'description': 'Äldre naturskogsartade skogar', 'protect_class': '4', 'protection_title': 'Biotopskydd', 'ref': '72841', 'url': 'http://www.skogsstyrelsen.se/skogens-parlor/Biotopskydd/?objektid=3011460'}"
way,724501132,,,,58.6700944,16.219912,"{'boundary': 'protected_area', 'description': 'Ravinskogar', 'protect_class': '4', 'protection_title': 'Biotopskydd', 'ref': '45424', 'url': 'http://www.skogsstyrelsen.se/skogens-parlor/Biotopskydd/?objektid=2991527'}"
way,724501133,,,,58.6730372,16.2364297,"{'boundary': 'protected_area', 'description': 'Äldre naturskogsartade skogar', 'protect_class': '4', 'protection_title': 'Biotopskydd', 'ref': '45422', 'url': 'http://www.skogsstyrelsen.se/skogens-parlor/Biotopskydd/?objektid=2991521'}"
way,743216839,,Pengsjökomplexet,,63.6722033,17.6175857,"{'boundary': 'protected_area', 'name': 'Pengsjökomplexet', 'website': 'https://skyddadnatur.naturvardsverket.se/handlingar/rest/dokument/276293'}"
way,743216840,,Pengsjökomplexet,,63.7002174,17.6349557,"{'boundary': 'protected_area', 'name': 'Pengsjökomplexet', 'protect_class': '97', 'protection_title': 'Natura 2000', 'website': 'https://skyddadnatur.naturvardsverket.se/handlingar/rest/dokument/276293'}"
way,743671359,2046696,Storflohöjden,,63.2209768,15.7343637,"{'boundary': 'protected_area', 'leisure': 'nature_reserve', 'name': 'Storflohöjden', 'operator': 'Länsstyrelsen i Jämtlands län', 'protect_class': '4', 'protection_title': 'Naturreservat', 'ref:DIARIENR': '511-6880-2014', 'ref:NVRID': '2046696', 'related_law': 'Miljöbalken', 'site_status': 'Gällande', 'snowmobile': 'no', 'start_date': '2017/04/20'}"
way,743671360,2046879,Höksberget,,63.2577177,16.0608376,"{'boundary': 'protected_area', 'leisure': 'nature_reserve', 'name': 'Höksberget', 'operator': 'Länsstyrelsen i Jämtlands län', 'protect_class': '1', 'protection_title': 'Naturreservat', 'ref:DIARIENR': '511-6493-2017', 'ref:NVRID': '2046879', 'related_law': 'Miljöbalken', 'site_status': 'Gällande', 'snowmobile': 'no', 'start_date': '2018/01/12'}"
way,743671361,2047558,Långstrandberget,,63.280494,15.8096612,"{'boundary': 'protected_area', 'leisure': 'nature_reserve', 'name': 'Långstrandberget', 'operator': 'Länsstyrelsen i Jämtlands län', 'protect_class': '1', 'protection_title': 'Naturreservat', 'ref:DIARIENR': '511-8076-2017', 'ref:NVRID': '2047558', 'related_law': 'Miljöbalken', 'site_status': 'Gällande', 'snowmobile': 'no', 'start_date': '2018/01/12'}"
way,743671363,2043735,Länglingsån,,63.3539097,15.9918288,"{'boundary': 'protected_area', 'leisure': 'nature_reserve', 'name': 'Länglingsån', 'operator': 'Länsstyrelsen i Jämtlands län', 'protect_class': '0', 'protection_title': 'Naturreservat', 'ref:DIARIENR': '511-125-15', 'ref:NVRID': '2043735', 'related_law': 'Miljöbalken', 'site_status': 'Gällande', 'start_date': '2015/05/04'}"
way,743671364,2046874,Vattenberget,,63.2309899,16.1752144,"{'boundary': 'protected_area', 'leisure': 'nature_reserve', 'name': 'Vattenberget', 'operator': 'Länsstyrelsen i Jämtlands län', 'protect_class': '1', 'protection_title': 'Naturreservat', 'ref:DIARIENR': '511-3774-2017', 'ref:NVRID': '2046874', 'related_law': 'Miljöbalken', 'site_status': 'Gällande', 'snowmobile': 'no', 'start_date': '2017/12/29'}"
way,743671366,2041470,Snedmyran,,63.2128568,16.4516392,"{'boundary': 'protected_area', 'leisure': 'nature_reserve', 'name': 'Snedmyran', 'operator': 'Länsstyrelsen i Jämtlands län', 'protect_class': '1', 'protection_title': 'Naturreservat', 'ref:DIARIENR': '511-6892-11', 'ref:NVRID': '2041470', 'related_law': 'Miljöbalken', 'site_status': 'Gällande', 'snowmobile': 'no', 'start_date': '2013/11/08'}"
